epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.670635625076294,0.37998,1.458612957763672,0.4767,0.0249082478527376
2,1.29809383934021,0.52914,1.0690426560401916,0.6083,0.0597549534536771
3,1.1348884614181518,0.5917,0.9800657954216004,0.6572,0.0914510801828098
4,1.028459810218811,0.63434,0.9476175455093384,0.6707,0.099965185704474
5,0.9668377172470092,0.65744,1.0087989468574523,0.661,0.0991460324487405
6,0.9278311303329468,0.67212,0.909481756401062,0.6775,0.0972557616942593
7,0.8978821341514588,0.68272,0.9667289812088012,0.6782,0.0943356130683795
8,0.8644055547714233,0.69394,1.0099085369110108,0.6624,0.0904492948207522
9,0.8517109874343872,0.69748,0.8099578785896301,0.7229,0.0856815939142562
10,0.8350027147483826,0.70672,0.7385006089210511,0.7467,0.0801365262462063
11,0.8180868390083313,0.71038,0.7906188817024231,0.7182,0.0739350673560655
12,0.7977153950691224,0.71908,0.709280846118927,0.7555,0.0672125131283217
13,0.7856204662132263,0.72614,0.7680041574478149,0.7375,0.0601155280714997
14,0.7644860621452332,0.7319,0.7058403632640838,0.7611,0.0527989455703674
15,0.7472096883964539,0.73846,0.7029985571861267,0.7662,0.0454223899195392
16,0.7320497116088868,0.74282,0.6576226032733917,0.7744,0.0381467938348376
17,0.715673088645935,0.74838,0.6394752872467041,0.7784,0.0311308874191131
18,0.686109902305603,0.76024,0.6248138029575347,0.7843,0.0245277351819941
19,0.6642467630386353,0.76694,0.5656404609680176,0.8048,0.0184813966646552
20,0.6374592358779907,0.77702,0.5936876100540162,0.7942,0.0131237835240322
21,0.5994033092689515,0.79098,0.4999049667358398,0.8266,0.0085717816447926
22,0.5754632228660583,0.79864,0.4529382720470428,0.8435,0.0049247010653244
23,0.5351185621261597,0.8138,0.4368536539077758,0.85,0.0022621093521533
24,0.5092647362518311,0.82272,0.4242417685508728,0.8576,0.0006420956915893
25,0.5010124136257171,0.82412,0.4200735515594482,0.8587,0.0001000035705395
26,0.7227162929725647,0.74414,0.6309793766021728,0.7791,0.036369180624993
27,0.7051781384658814,0.7514,0.6723554395198822,0.7717,0.03199497236327874
28,0.6802859787940979,0.76068,0.6603083139419555,0.7742,0.02777480323133752
29,0.6604847347640991,0.76876,0.5682462818145751,0.8049,0.023744678224213393
30,0.6428582432174683,0.7749,0.5714055768489837,0.8089,0.01993898094748503
31,0.6251230104064941,0.78054,0.5776288194656372,0.807,0.016390180268466444
32,0.6052410823059082,0.78996,0.5186529038906097,0.8245,0.013128553303279156
33,0.5768208155250549,0.79778,0.5272360233306885,0.8159,0.010181927103172842
34,0.5591406808662415,0.80562,0.4618331951618195,0.8395,0.007575441243935674
35,0.5304157427787781,0.81464,0.4231046113491058,0.8574,0.0053313333438976505
36,0.5087844132995606,0.82266,0.40943104529380797,0.8617,0.0034687493404117215
37,0.48280604469299315,0.83192,0.3972479721546173,0.8648,0.0020035801434670135
38,0.466207885723114,0.8387,0.37825691199302675,0.871,0.0009483260600477566
39,0.4507229691886902,0.8427,0.3735110992908478,0.8729,0.0003119901459215656
40,0.4436365830230713,0.84522,0.37229894888401033,0.8738,0.00010000139474203911
